sex,sexpref,age,alex,alexander,alfred,ambroz,arnold,arpad,bedrich,blazej,bretislav,cestmir,ctirad,dalimil,david,frederik,gabriel,herbert,herman,hynek,igor,ivan,ivan2,jan,josef,justin,kamil,kazimir,kristian,lumir,mike,mikulas,milos,miroslav,miroslav1,mojmir,oldrich,oleg,patrik,petrb,pravoslav,rehor,robin,rudolf,slavomir,stefan,svatopluk,tomas,tomasi,vincent,vladislav,vlastimil
female,men,25.7,4,4,4,4,3,4,3,4,6,3,5,4,4,4,4,5,2,5,3,2,4,4,4,5,3,3,2,5,5,4,4,4,4,4,4,5,4,3,4,4,4,4,4,4,3,4,4,3,4,4
female,men,24.5,4,3,4,4,2,4,1,5,6,3,4,4,3,4,3,4,2,3,3,5,4,5,4,7,1,1,1,6,7,4,6,1,1,2,3,6,2,3,2,3,3,3,6,2,3,1,2,2,6,5
female,men,26.8,5,4,3,4,2,3,3,4,6,2,5,4,3,4,5,4,3,3,4,3,5,4,4,5,3,2,2,5,6,3,3,4,4,4,3,4,3,4,2,4,3,4,3,4,4,3,3,2,3,5
female,men,18.1,1,7,4,3,4,1,3,7,7,1,4,1,7,4,3,7,1,3,2,1,4,3,4,6,2,1,3,7,7,3,5,1,1,4,5,3,4,7,1,1,5,6,3,4,5,1,1,4,7,6
female,men,30.8,3,3,1,2,2,3,1,2,3,2,3,2,1,1,1,2,2,1,1,2,2,2,1,1,2,1,1,3,2,1,1,1,3,1,1,2,1,2,1,2,1,3,3,1,1,1,1,2,3,3
female,men,37.6,1,1,1,1,1,1,1,1,1,4,4,1,1,3,4,1,1,1,3,3,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1
female,men,21.8,5,4,2,4,3,6,2,4,4,3,5,4,3,5,4,5,2,3,5,4,5,4,4,4,2,2,1,6,4,2,5,2,3,4,3,5,2,4,4,3,6,2,4,3,4,2,2,4,4,5
female,men,24.3,4,3,3,3,2,6,2,4,4,4,6,4,5,5,4,7,3,6,5,2,6,6,5,5,2,2,1,7,5,4,5,4,4,6,6,4,2,5,2,4,5,7,5,2,3,3,3,1,7,4
female,men,24.8,4,3,3,4,3,4,4,5,4,3,6,2,3,4,4,5,4,4,2,4,5,6,5,2,1,2,1,4,6,4,4,2,3,3,3,4,4,6,3,1,4,2,4,2,4,2,3,2,6,5
female,men,18.5,1,4,4,5,5,4,3,5,4,5,5,5,4,4,5,5,4,5,4,4,4,5,5,5,5,3,4,4,4,5,5,3,3,5,5,5,5,5,4,4,4,4,5,4,4,5,5,1,5,5
female,men,25.2,4,2,2,4,3,3,1,4,3,2,4,4,4,2,2,4,2,4,3,4,3,4,3,3,2,2,1,4,5,3,4,2,3,4,4,4,3,4,2,3,5,3,4,2,2,3,4,1,4,4
female,men,27.3,4,4,4,3,5,5,2,5,3,5,5,4,5,4,5,4,2,3,2,3,2,4,3,3,3,2,2,3,5,4,6,3,3,3,3,4,4,3,3,4,2,5,3,3,3,3,3,2,5,5
female,men,28.2,3,3,1,3,1,5,2,4,4,3,3,4,4,3,4,3,3,5,4,3,4,4,4,5,2,1,1,2,5,4,4,3,4,3,5,4,3,3,2,3,4,3,5,4,3,3,3,3,4,5
female,men,29.3,5,3,2,5,4,3,5,5,2,4,6,3,7,3,4,6,2,5,3,3,6,4,6,5,6,1,1,6,5,3,6,1,2,5,4,6,5,7,6,1,3,5,4,4,4,3,4,2,4,5
female,men,21.3,5,5,2,4,3,4,2,6,7,6,3,3,3,3,4,5,3,4,3,2,6,5,5,3,3,2,3,6,6,5,3,3,2,3,3,5,5,5,3,4,3,3,3,4,3,4,5,3,4,6
female,men,24.8,1,4,1,2,1,1,3,3,1,3,4,4,2,5,3,3,1,5,2,1,2,3,5,6,4,1,1,2,4,5,4,1,1,3,2,4,4,4,3,3,5,4,4,1,4,1,1,3,6,4
female,men,25.3,5,4,3,4,4,5,5,7,6,6,6,4,7,3,6,7,1,4,5,4,7,6,5,2,4,1,2,6,6,6,3,2,6,1,6,7,4,7,2,5,2,6,5,5,6,3,6,2,5,5
female,men,20.3,5,5,3,5,1,4,4,3,2,2,5,2,2,2,5,5,2,5,2,2,3,2,4,5,2,2,2,2,5,5,5,2,5,1,4,4,5,6,2,6,4,5,7,4,3,4,3,2,5,5
female,men,31.8,4,4,2,3,2,4,4,6,5,4,4,4,4,3,4,6,3,3,4,3,4,4,5,2,4,2,1,5,4,4,4,1,3,3,4,5,4,4,1,5,4,5,4,2,4,1,2,2,5,4
female,men,19.9,5,4,2,2,1,4,4,4,4,2,4,3,3,2,5,5,2,3,3,2,2,4,6,6,1,2,2,3,3,4,5,4,1,3,3,5,4,4,3,4,4,5,4,4,4,4,2,4,6,5
female,men,18.8,6,4,6,3,2,1,1,3,5,1,4,1,2,2,4,2,2,1,1,3,3,3,7,4,1,1,1,7,4,1,2,1,1,5,1,3,1,1,1,1,2,1,3,1,6,5,1,1,7,4
female,men,19.7,6,6,6,7,5,4,6,7,3,7,6,5,4,5,4,5,1,2,6,6,6,3,7,5,3,2,1,7,2,5,7,1,1,3,4,5,6,5,3,6,2,7,3,6,7,4,2,1,6,6
female,men,24,3,1,2,2,3,3,2,6,5,5,5,5,2,2,2,4,3,5,4,2,4,6,5,2,2,1,1,6,3,5,5,1,3,2,3,3,5,5,2,5,2,3,5,1,3,2,5,3,4,5
female,men,28.6,4,6,2,4,4,4,5,6,5,6,7,4,5,5,4,5,2,3,6,7,6,6,6,3,5,1,5,7,5,2,6,1,5,4,3,5,6,4,2,3,4,5,5,3,5,4,2,1,6,4
female,men,25.4,1,3,6,5,4,3,2,5,6,5,3,2,2,2,6,3,1,2,5,3,6,5,4,4,4,1,2,5,6,3,1,1,2,5,6,3,2,6,2,3,2,4,5,1,4,3,4,2,4,5
female,men,19.9,5,5,2,6,2,2,2,6,7,6,6,2,7,3,6,7,1,6,5,3,6,6,7,5,3,3,1,7,4,2,3,2,1,3,2,6,6,6,3,2,4,6,7,3,2,3,5,5,4,6
female,men,24.8,3,3,3,4,2,2,3,6,3,4,6,2,3,6,4,5,2,4,3,4,5,4,1,4,2,3,3,5,7,5,4,2,1,3,4,3,4,3,3,2,4,3,4,3,1,4,3,2,5,6
female,men,19.8,3,5,1,3,1,6,5,3,7,2,3,2,1,1,4,5,1,1,2,5,2,5,2,7,2,1,2,4,6,1,6,1,2,7,3,5,2,6,1,1,2,6,3,1,5,3,2,1,6,5
female,men,19.9,3,4,1,3,2,7,2,5,3,2,2,7,1,1,4,3,2,4,2,5,6,5,2,7,2,1,1,7,6,3,4,5,2,3,4,5,2,1,1,2,6,1,1,2,1,3,3,1,7,7
female,men,40.1,1,2,2,4,2,7,4,5,7,1,4,1,1,7,6,5,3,6,1,1,3,2,7,3,6,5,5,5,5,2,2,6,4,4,6,1,3,5,3,2,6,3,7,4,1,3,7,7,6,2
female,men,24.2,3,3,3,3,1,2,3,2,4,1,2,2,4,2,3,5,1,3,3,2,3,1,2,6,3,2,1,3,3,2,4,1,2,4,4,2,2,5,1,3,3,4,1,3,3,1,1,1,5,5
female,men,26,7,6,1,2,6,7,5,7,7,7,7,4,5,2,6,7,1,3,7,6,7,4,7,7,1,1,1,7,7,4,4,1,1,6,3,7,3,6,1,7,3,3,7,3,6,7,3,1,5,7
female,men,26.7,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
female,men,28,1,1,1,1,1,3,1,1,3,2,1,1,1,1,1,2,1,1,1,1,1,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1
female,men,39.8,5,1,3,2,2,1,2,7,3,2,7,4,4,4,1,4,5,5,5,1,7,7,6,2,2,1,1,7,7,3,1,1,1,3,3,4,3,7,3,2,7,4,4,4,4,5,3,1,3,7
female,men,29.6,6,4,3,3,3,7,5,7,5,3,7,4,3,6,7,4,4,4,5,7,7,7,7,7,3,5,5,7,6,3,7,2,3,3,4,6,6,7,5,2,7,6,6,3,6,6,3,6,7,5
female,men,23.9,6,5,6,5,6,5,3,7,7,4,7,7,2,4,6,6,4,4,5,4,6,6,7,5,2,2,3,7,5,7,7,5,3,5,4,6,6,6,1,4,6,7,5,2,4,3,4,3,7,6
female,men,18,2,7,1,2,1,2,3,4,7,4,1,1,1,2,1,4,2,1,2,2,3,1,4,4,1,1,1,5,7,1,5,1,1,1,1,5,1,6,1,2,1,6,2,2,7,6,1,1,3,7
female,men,26.3,2,3,4,5,4,2,2,5,5,3,7,3,4,5,5,6,3,4,5,6,4,6,4,4,2,2,4,5,6,5,1,3,4,4,5,4,3,3,3,3,2,6,5,3,4,2,1,1,2,3
female,men,31.6,7,4,5,4,6,6,6,5,1,5,5,5,6,2,4,6,3,5,5,4,5,6,4,4,5,4,2,7,5,4,5,3,4,5,5,6,7,4,3,6,7,6,7,3,6,5,3,1,7,5
female,men,25.6,2,5,3,3,3,3,3,4,3,2,6,3,4,4,2,4,4,2,5,3,3,2,4,3,3,3,2,1,4,4,3,3,3,3,3,3,3,4,2,4,3,6,5,2,4,1,4,2,4,3
female,men,18.6,2,2,3,2,1,2,3,3,4,4,3,4,6,2,3,3,2,3,2,2,2,2,1,2,2,2,1,2,2,4,4,1,3,2,1,2,2,2,1,3,1,2,2,1,2,2,2,1,2,2
female,men,31.8,5,4,4,5,4,4,4,5,5,4,5,4,5,4,4,5,3,5,5,5,4,4,5,4,4,4,4,6,5,5,5,4,3,5,5,4,5,4,4,5,4,6,4,4,5,4,5,4,5,6
female,men,18.7,4,4,3,4,2,4,4,3,4,3,3,4,4,3,4,3,2,4,3,3,4,3,3,5,4,5,1,4,3,5,4,2,2,5,4,3,3,3,3,2,4,4,3,4,5,4,5,4,7,4
female,men,20.3,6,5,5,4,4,7,3,5,6,6,6,5,3,6,5,7,4,3,4,3,6,7,6,5,2,4,3,7,5,5,4,1,2,3,4,6,3,7,2,4,4,5,5,2,4,4,3,2,4,5
female,men,26.5,5,6,6,6,4,4,3,3,6,5,4,4,3,3,4,3,4,6,1,5,5,1,5,4,3,1,2,6,6,4,4,1,4,2,3,5,4,2,3,2,4,3,5,2,5,3,2,1,3,5
female,men,28.3,5,5,6,5,4,4,3,5,6,4,4,6,2,6,5,6,5,4,4,2,4,5,5,2,2,3,2,3,6,4,3,2,2,5,4,6,3,6,1,5,5,5,5,3,4,5,5,2,4,5
female,men,22.4,2,5,3,4,2,5,3,4,5,2,4,4,4,3,4,5,1,3,4,2,3,3,4,4,2,1,2,4,5,6,4,2,1,5,3,4,4,4,2,3,4,3,4,2,3,3,2,1,3,4
female,men,18.3,6,7,4,5,5,7,2,6,6,7,6,6,4,6,6,5,2,2,3,6,5,7,2,7,2,6,1,5,7,6,7,1,1,5,5,7,5,6,3,1,6,5,6,5,5,5,6,6,7,4
female,men,25.6,4,4,3,2,1,5,4,7,5,3,4,2,5,3,4,4,2,2,4,5,4,5,1,5,3,1,1,4,6,2,5,3,1,4,3,6,3,7,2,5,3,4,1,2,3,3,1,1,4,1
female,men,35.6,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,2,1,1,1,1,1,1,1,1
female,men,20.1,4,4,4,4,4,4,3,4,3,4,5,3,4,3,4,4,3,3,4,3,4,3,4,5,3,3,3,4,4,3,3,4,4,4,5,4,5,5,4,3,4,3,4,4,4,4,3,5,3,5
female,men,21.6,4,5,2,3,4,5,5,3,3,3,3,4,4,5,5,4,2,5,3,4,5,3,3,3,3,4,4,4,4,4,5,2,3,4,5,3,3,3,4,5,4,4,3,3,5,5,3,1,4,5
female,men,26.1,5,4,5,3,5,1,1,5,3,5,3,4,3,4,4,6,2,2,3,2,2,3,3,5,1,1,1,6,4,5,1,1,1,5,3,5,7,3,1,5,3,2,7,3,4,3,1,1,2,4
female,men,18.9,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
female,men,20.8,2,3,4,5,2,4,1,7,3,2,5,2,2,1,4,3,1,3,4,4,3,2,7,3,4,1,1,4,6,3,5,1,6,3,4,2,1,3,3,2,1,4,1,2,2,2,1,1,4,2
female,men,29.7,1,3,1,3,1,1,1,1,1,1,1,3,3,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,3,1,3,1,1,1,1,1,1,1,3,3,3,1,3,3,1,1,1,1
female,men,23,3,4,3,5,3,6,4,4,3,3,4,4,4,4,3,2,1,3,4,5,4,5,6,3,3,3,1,4,6,4,1,3,3,2,2,6,3,4,1,6,3,4,5,2,2,1,5,1,2,4
female,men,31.3,3,5,2,3,1,3,2,4,3,1,2,2,3,4,3,4,1,4,3,1,2,1,2,4,1,1,1,4,4,1,2,2,1,2,2,4,5,2,2,1,1,2,3,1,3,2,1,2,4,4
female,men,27.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1
female,men,31.2,3,4,1,4,2,4,2,4,1,3,4,4,2,4,5,6,2,3,4,4,4,3,4,4,2,1,1,4,3,3,5,3,2,3,3,4,3,3,3,3,4,5,6,1,2,2,1,2,5,4
female,men,22.5,5,1,7,1,1,3,1,1,1,1,1,1,1,1,1,5,1,1,1,1,3,1,4,7,1,1,1,1,1,1,1,5,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5
female,men,22.3,4,7,3,1,2,6,3,3,3,4,3,3,4,2,2,2,4,2,2,4,4,1,5,1,1,1,2,5,4,2,2,1,2,2,5,2,2,3,1,3,2,2,3,1,5,4,1,4,4,5
female,men,20.4,3,4,2,2,2,2,1,2,6,3,3,2,5,2,1,5,1,2,2,4,5,3,4,2,4,2,2,6,5,3,3,3,3,5,2,5,4,4,2,6,3,3,6,3,3,3,4,1,5,2
female,men,21.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
female,men,18.1,2,4,2,6,3,6,5,4,1,5,2,2,3,6,2,4,3,4,2,4,7,2,5,5,4,2,5,4,3,2,4,3,3,4,4,5,4,6,2,5,2,2,2,4,6,5,3,1,2,3
female,men,25.6,4,4,5,1,1,1,1,6,3,3,1,3,1,2,2,3,1,1,4,3,2,5,3,1,3,1,1,5,5,1,6,1,1,1,3,3,1,1,1,4,3,2,2,1,1,2,5,2,1,3
female,men,19.4,5,4,4,3,2,2,2,4,5,6,6,4,2,3,4,5,4,3,2,5,2,4,3,4,2,1,2,5,3,4,3,2,2,2,3,5,3,7,2,3,2,2,4,3,4,4,3,2,2,5
female,men,24.5,2,4,1,3,3,1,1,4,6,3,3,1,4,2,4,3,1,1,5,2,5,3,2,2,3,1,1,5,6,5,5,1,5,2,2,6,1,3,1,5,1,3,2,2,3,1,2,1,2,3
female,men,18,3,5,2,3,4,3,5,4,7,4,2,3,6,1,4,5,1,3,2,4,3,2,3,2,1,1,2,5,7,7,6,2,2,3,2,3,2,6,2,6,2,4,2,3,5,5,2,1,4,7
female,men,19.6,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,2,1,4,1,1,5,1,3,1,2,1
female,men,19.8,2,1,3,1,2,1,4,3,3,1,3,1,4,3,7,3,1,1,2,4,4,7,2,3,1,7,3,1,4,1,1,6,4,4,4,1,1,4,1,3,2,3,2,1,1,4,2,3,3,1
female,men,19.1,4,6,4,4,4,4,3,4,4,4,4,3,6,4,4,3,3,3,5,4,4,4,4,3,3,3,3,5,6,5,3,2,5,5,3,3,3,4,2,4,3,3,5,3,3,3,2,2,3,4
female,men,19.7,4,5,3,5,3,5,4,6,5,5,5,3,4,5,3,6,4,4,5,5,5,5,4,5,3,3,3,5,7,3,3,2,4,4,3,5,5,6,4,5,4,3,5,3,3,3,3,2,4,4
female,men,22.8,3,6,3,5,3,7,2,7,2,3,5,3,2,3,4,4,1,5,5,2,4,5,5,6,3,1,1,6,6,5,5,2,3,3,3,5,2,6,2,4,3,5,6,4,6,2,6,2,7,7
female,men,18.3,3,3,4,4,3,3,2,3,5,4,4,2,3,2,4,3,3,4,4,2,4,3,3,5,2,2,1,4,4,4,2,3,3,3,3,2,2,3,2,4,3,3,4,3,2,3,3,2,4,3
female,men,33.8,4,3,2,5,4,3,3,6,3,6,5,3,6,3,5,3,2,4,3,3,4,4,3,4,2,3,2,6,5,4,6,2,4,3,3,2,3,2,3,3,2,7,4,3,4,3,6,3,6,3
female,men,26.3,3,3,3,3,3,3,4,4,3,4,4,3,3,3,3,3,3,2,5,3,5,4,3,3,3,2,1,4,3,4,5,2,2,3,3,5,4,2,3,3,3,2,4,2,4,3,3,3,3,3
female,men,19.5,4,4,5,2,3,4,3,5,5,2,5,3,5,3,4,5,1,3,5,5,5,3,4,4,5,1,1,7,5,5,6,3,3,4,5,3,5,5,3,5,5,4,4,3,3,4,3,3,7,6
female,men,25.9,1,1,1,1,1,3,3,1,3,1,5,4,4,3,3,1,1,1,1,1,3,2,4,2,4,4,2,2,1,1,2,1,5,1,1,4,1,2,3,1,1,5,5,1,2,1,4,1,4,4
female,men,20.7,3,4,3,4,1,7,3,5,6,7,4,4,2,5,4,7,2,3,4,4,4,3,4,3,2,1,1,7,5,3,2,2,2,3,4,6,3,5,1,3,4,3,5,2,3,3,3,4,4,6
female,men,18.9,1,3,1,4,3,6,1,6,4,6,5,1,6,1,3,5,1,1,1,4,5,7,7,1,1,1,1,7,5,4,2,1,1,1,3,6,1,5,1,2,1,7,1,1,1,3,1,1,5,2
female,men,23.7,3,5,4,2,1,5,2,5,5,5,2,3,2,5,3,2,2,3,4,4,3,3,5,4,3,1,1,5,6,4,2,2,4,2,2,3,2,2,3,3,3,4,5,3,4,2,3,2,3,5
female,men,21.8,3,5,4,4,2,5,4,5,3,4,4,5,3,5,5,6,3,3,4,5,4,6,4,4,4,1,4,4,5,4,7,3,2,4,4,5,3,4,1,4,4,4,4,2,5,3,3,4,4,4
female,men,20.3,4,4,3,3,3,4,3,3,6,4,5,4,1,4,6,5,3,4,4,2,4,5,2,4,2,1,1,4,6,4,1,2,3,4,2,5,4,4,4,3,3,5,4,3,4,4,2,1,7,5
